Warrants Actions;;;;;;;;;;
Type Warrant;Prix d'exercice;Échéance;Achat;Vente;Parité (warrant/ss-jacent);Delta;Effet de levier;Mnémo;Isin;Dernière mise à jour
ACCOR  34,56 €;;;;;;;;;;
Call;45 €;19 mars 10;0,06 € (c);0,07 € (c);5/1;13 %;16,42;0505S;FR0010817650;08/02/2010 16:31:11
Call;40 €;18 juin 10;0,68 € (c);0,70 € (c);5/1;57,1 %;6,78;6439S;FR0010759118;08/02/2010 17:29:12
Call;45 €;18 juin 10;0,22 € (c);0,23 € (c);5/1;27,3 %;10,02;0506S;FR0010817668;08/02/2010 17:28:36
Call;45 €;17 sept. 10;0,37 € (c);0,38 € (c);5/1;33,8 %;7,42;0663S;FR0010836577;08/02/2010 16:52:54
Call;50 €;17 sept. 10;0,15 € (c);0,16 € (c);5/1;16,1 %;8,56;0507S;FR0010817676;08/02/2010 16:52:54
Call;45 €;17 déc. 10;0,56 € (c);0,57 € (c);5/1;39,3 %;5,73;0664S;FR0010836585;08/02/2010 16:52:54
Call;50 €;17 déc. 10;0,31 € (c);0,32 € (c);5/1;23,9 %;6,27;0944S;FR0010852848;08/02/2010 17:28:32
;;;;;;;;;;
FRANCE TELECOM  16,52 €;;;;;;;;;;
Call;17 €;19 mars 10;0,12 € (c);0,13 € (c);4/1;39,4 %;13,00;0797S;FR0010837914;08/02/2010 17:18:26
Call;18 €;19 mars 10;0,03 € (c);0,05 € (c);4/1;15 %;15,49;6518S;FR0010759944;08/02/2010 16:40:33
Call;19 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;4,8 %;9,71;0518S;FR0010817783;08/02/2010 09:01:50
Call;20 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;1 %;1,96;2895S;FR0010374173;08/02/2010 09:01:48
Put;17 €;19 mars 10;0,24 € (c);0,25 € (c);4/1; 59,8 %;10,09;0125S;FR0010797100;08/02/2010 17:13:24
Call;25 €;31 mars 10;--;--;10/1;--;--;1229S;FR0010283986;30/12/2009 10:43:54
Call;30 €;31 mars 10;--;--;4/1;--;--;1036S;FR0010280396;30/12/2009 09:09:26
Call;35 €;31 mars 10;--;--;4/1;--;--;4410S;FR0010240390;27/01/2010 09:03:51
Call;17 €;18 juin 10;0,38 € (c);0,39 € (c);2/1;36,1 %;7,74;6700S;FR0010774133;08/02/2010 17:18:05
Call;18 €;18 juin 10;0,10 € (c);0,11 € (c);4/1;23,1 %;9,04;0798S;FR0010837922;08/02/2010 17:02:12
Call;19 €;18 juin 10;0,03 € (c);0,05 € (c);4/1;12,5 %;12,92;6519S;FR0010759951;08/02/2010 17:28:43
Call;20 €;18 juin 10;0,02 € (c);0,04 € (c);4/1;6,6 %;9,02;0570S;FR0010818344;08/02/2010 09:01:58
Call;21 €;18 juin 10;0,01 € (c);0,03 € (c);4/1;3,1 %;6,24;0364S;FR0010806380;08/02/2010 09:01:49
Put;15 €;18 juin 10;0,20 € (c);0,21 € (c);4/1; 35,5 %;7,13;0799S;FR0010837930;08/02/2010 17:04:34
Call;18 €;17 sept. 10;0,14 € (c);0,15 € (c);4/1;25,1 %;7,16;0696S;FR0010836908;08/02/2010 17:18:05
Call;19 €;17 sept. 10;0,16 € (c);0,17 € (c);2/1;17,4 %;8,73;0949S;FR0010852897;08/02/2010 17:28:43
Call;20 €;17 sept. 10;0,03 € (c);0,05 € (c);4/1;8,6 %;8,76;0126S;FR0010797118;08/02/2010 09:01:58
Call;22 €;17 sept. 10;0,01 € (c);0,03 € (c);4/1;3,3 %;6,70;0365S;FR0010806398;08/02/2010 09:01:49
Call;18 €;17 déc. 10;0,40 € (c);0,41 € (c);2/1;29,3 %;5,99;6701S;FR0010774141;08/02/2010 17:24:13
Call;20 €;17 déc. 10;0,08 € (c);0,09 € (c);4/1;14,4 %;6,96;0519S;FR0010817791;08/02/2010 15:54:25
Call;22 €;17 déc. 10;0,02 € (c);0,03 € (c);2/1;3,6 %;11,83;8509S;FR0010635060;08/02/2010 17:17:57
Call;26 €;17 déc. 10;0,01 € (c);0,03 € (c);4/1;0,6 %;1,31;8228S;FR0010624254;08/02/2010 09:01:49
Call;32 €;17 déc. 10;--;--;4/1;--;--;3458S;FR0010595173;27/01/2010 09:04:10
Call;20 €;18 mars 11;0,13 € (c);0,14 € (c);4/1;19,6 %;5,99;0697S;FR0010836916;08/02/2010 17:24:25
Call;33 €;18 mars 11;--;--;4/1;--;--;3459S;FR0010595181;27/01/2010 09:04:41
Call;20 €;16 mars 12;0,22 € (c);0,23 € (c);4/1;23,4 %;4,28;0698S;FR0010836924;08/02/2010 17:06:07
Call;22 €;16 mars 12;0,12 € (c);0,13 € (c);4/1;14,5 %;4,78;0127S;FR0010797126;08/02/2010 15:54:25
Call;24 €;16 mars 12;0,03 € (c);0,05 € (c);4/1;6,5 %;6,59;6520S;FR0010759969;08/02/2010 09:01:57
Call;28 €;16 mars 12;0,01 € (c);0,03 € (c);4/1;1,2 %;2,54;8229S;FR0010624262;08/02/2010 10:04:28
Call;35 €;16 mars 12;--;--;4/1;--;--;3461S;FR0010595199;27/01/2010 09:04:46
Call;20 €;15 mars 13;0,52 € (c);0,53 € (c);2/1;24,4 %;3,84;6702S;FR0010774158;08/02/2010 17:28:43
Call;30 €;15 mars 13;0,01 € (c);0,03 € (c);4/1;2,1 %;4,21;9986S;FR0010723866;08/02/2010 09:01:48
Call;37 €;15 mars 13;--;--;4/1;--;--;8777S;FR0010643619;27/01/2010 09:03:50
Call;20 €;21 mars 14;0,33 € (c);0,34 € (c);4/1;25,8 %;3,17;0699S;FR0010836932;08/02/2010 17:17:57
Call;25 €;21 mars 14;0,13 € (c);0,14 € (c);4/1;11,9 %;3,59;0800S;FR0010837948;08/02/2010 09:01:53
;;;;;;;;;;
GOOGLE  539,27 $;;;;;;;;;;
Call;500 $;17 déc. 10;1,35 € (c);1,40 € (c);50/1;65,5 %;3,77;9874S;FR0010718007;08/02/2010 17:29:36
;;;;;;;;;;
Gdf Suez  26,48 €;;;;;;;;;;
Call;30 €;19 mars 10;0,04 € (c);0,06 € (c);5/1;11,8 %;12,41;0128S;FR0010797134;08/02/2010 15:58:46
Call;33 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;2,3 %;5,99;0520S;FR0010817809;08/02/2010 09:03:59
Call;35 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;0,6 %;2,01;0333S;FR0010805960;08/02/2010 09:03:59
Call;53,39 €;19 mars 10;--;--;9,71/1;--;--;1621S;FR0010497636;27/01/2010 09:03:52
Put;27 €;19 mars 10;0,30 € (c);0,31 € (c);5/1; 55,1 %;9,56;0129S;FR0010797142;08/02/2010 17:29:42
Call;38,83 €;31 mars 10;--;--;9,71/1;--;--;4414S;FR0010240432;27/01/2010 09:05:05
Call;30 €;18 juin 10;0,16 € (c);0,17 € (c);5/1;22,7 %;7,27;6704S;FR0010774174;08/02/2010 17:20:47
Call;33 €;18 juin 10;0,03 € (c);0,05 € (c);5/1;9,1 %;12,16;0521S;FR0010817817;08/02/2010 09:36:58
Call;35 €;18 juin 10;0,01 € (c);0,03 € (c);5/1;2,2 %;5,93;6524S;FR0010760009;08/02/2010 09:06:20
Put;25 €;18 juin 10;0,33 € (c);0,34 € (c);5/1; 38,5 %;6,10;0700S;FR0010836940;08/02/2010 17:13:10
Call;30 €;17 sept. 10;0,25 € (c);0,26 € (c);5/1;30,1 %;6,25;0801S;FR0010837955;08/02/2010 17:29:42
Call;35 €;17 sept. 10;0,05 € (c);0,06 € (c);5/1;9,6 %;9,24;0130S;FR0010797159;08/02/2010 09:40:58
Call;35 €;17 déc. 10;0,10 € (c);0,11 € (c);5/1;12,2 %;6,14;0571S;FR0010818351;08/02/2010 16:06:25
Call;35 €;16 mars 12;0,35 € (c);0,36 € (c);5/1;24,8 %;3,69;0802S;FR0010837963;08/02/2010 17:20:18
Call;58,24 €;16 mars 12;0,01 € (c);0,03 € (c);3,88/1;1 %;3,55;4282S;FR0010441972;08/02/2010 09:03:59
Call;63,10 €;16 mars 12;0,01 € (c);0,03 € (c);9,71/1;0,5 %;0,62;3837S;FR0010421420;08/02/2010 09:03:59
Call;45 €;21 mars 14;0,31 € (c);0,32 € (c);5/1;17,8 %;2,97;0701S;FR0010836957;08/02/2010 11:49:16
;;;;;;;;;;
ILIAD  77,62 €;;;;;;;;;;
Call;90 €;18 juin 10;0,46 € (c);0,47 € (c);10/1;32,8 %;5,48;0985S;FR0010853440;08/02/2010 16:57:18
Call;100 €;17 sept. 10;0,45 € (c);0,46 € (c);10/1;26,9 %;4,59;0986S;FR0010853457;08/02/2010 17:02:14
Call;100 €;17 déc. 10;0,66 € (c);0,67 € (c);10/1;32,3 %;3,78;0987S;FR0010853465;08/02/2010 16:42:30
;;;;;;;;;;
ING  6,14;;;;;;;;;;
Call;6,50;19 mars 10;0,23 € (c);0,24 € (c);2/1;42,8 %;5,61;0849S;FR0010839431;08/02/2010 17:26:16
Call;7,50;17 sept. 10;0,32 € (c);0,34 € (c);2/1;38,5 %;3,60;0877S;FR0010844027;08/02/2010 17:23:45
Call;8,50;17 sept. 10;0,17 € (c);0,19 € (c);2/1;22,7 %;3,86;0899S;FR0010845628;08/02/2010 17:00:26
;;;;;;;;;;
INTEL  19,72 $;;;;;;;;;;
Call;21 $;17 déc. 10;0,75 € (c);0,82 € (c);2/1;46 %;4,19;9876S;FR0010718023;08/02/2010 17:29:02
;;;;;;;;;;
L'OREAL  74,65 €;;;;;;;;;;
Call;70 €;19 mars 10;0,66 € (c);0,67 € (c);10/1;73,2 %;8,21;0131S;FR0010797167;08/02/2010 17:21:46
Call;75 €;19 mars 10;0,33 € (c);0,34 € (c);10/1;50,8 %;11,32;0522S;FR0010817825;08/02/2010 17:26:54
Call;80 €;19 mars 10;0,13 € (c);0,14 € (c);10/1;25,8 %;14,23;0335S;FR0010805986;08/02/2010 17:21:35
Put;60 €;19 mars 10;0,01 € (c);0,03 € (c);10/1; 4 %;14,95;0132S;FR0010797175;08/02/2010 09:01:48
Call;70 €;18 juin 10;0,77 € (c);0,78 € (c);10/1;62,9 %;6,05;6451S;FR0010759233;08/02/2010 17:21:37
Call;80 €;18 juin 10;0,30 € (c);0,31 € (c);10/1;33,2 %;8,10;0523S;FR0010817833;08/02/2010 16:56:26
Call;85 €;18 juin 10;0,17 € (c);0,18 € (c);10/1;20,4 %;8,68;0950S;FR0010852905;08/02/2010 16:48:50
Put;70 €;18 juin 10;0,43 € (c);0,44 € (c);10/1; 37,2 %;6,37;0702S;FR0010836965;08/02/2010 17:21:04
Call;70 €;17 sept. 10;0,99 € (c);1,02 € (c);10/1;62,3 %;4,63;0133S;FR0010797183;08/02/2010 17:21:46
Call;80 €;17 sept. 10;0,46 € (c);0,47 € (c);10/1;39,1 %;6,26;0336S;FR0010805994;08/02/2010 17:21:18
Call;90 €;17 déc. 10;0,25 € (c);0,26 € (c);10/1;22,5 %;6,56;0703S;FR0010836973;08/02/2010 16:46:55
Call;80 €;16 mars 12;0,54 € (c);0,55 € (c);20/1;50,3 %;3,44;9990S;FR0010723890;08/02/2010 16:49:18
Call;100 €;16 mars 12;0,50 € (c);0,51 € (c);10/1;27,6 %;4,07;0951S;FR0010852913;08/02/2010 16:57:07
Call;115 €;16 mars 12;0,10 € (c);0,11 € (c);20/1;15,1 %;5,34;9319S;FR0010677013;08/02/2010 16:35:25
Call;100 €;15 mars 13;0,36 € (c);0,37 € (c);20/1;35,1 %;3,59;9991S;FR0010723908;08/02/2010 17:23:13
Call;140 €;15 mars 13;0,16 € (c);0,17 € (c);10/1;10,9 %;4,91;8782S;FR0010643668;08/02/2010 16:48:54
Call;120 €;21 mars 14;0,61 € (c);0,62 € (c);10/1;26,1 %;3,16;0803S;FR0010837971;08/02/2010 17:21:04
;;;;;;;;;;
LAFARGE  51,52 €;;;;;;;;;;
Call;60 €;19 mars 10;0,05 € (c);0,06 € (c);10/1;11,5 %;10,65;0135S;FR0010797209;08/02/2010 16:43:11
Call;65 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;3,3 %;8,56;0704S;FR0010836981;08/02/2010 09:01:51
Call;70 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;0,6 %;1,62;0337S;FR0010806000;08/02/2010 09:01:47
Put;55 €;19 mars 10;0,53 € (c);0,54 € (c);10/1; 66,4 %;6,39;0136S;FR0010797217;08/02/2010 17:19:05
Call;60 €;18 juin 10;0,20 € (c);0,21 € (c);10/1;23,6 %;5,94;6453S;FR0010759258;08/02/2010 17:18:45
Call;65 €;18 juin 10;0,09 € (c);0,10 € (c);10/1;12,8 %;6,87;0705S;FR0010836999;08/02/2010 16:48:48
Call;70 €;18 juin 10;0,04 € (c);0,06 € (c);10/1;6,8 %;6,97;0367S;FR0010806414;08/02/2010 17:18:33
Put;50 €;18 juin 10;0,56 € (c);0,57 € (c);10/1; 46,7 %;4,25;0706S;FR0010837005;08/02/2010 17:16:59
Call;70 €;17 sept. 10;0,11 € (c);0,12 € (c);10/1;13,9 %;6,24;0137S;FR0010797225;08/02/2010 17:28:32
Call;80 €;17 sept. 10;0,03 € (c);0,05 € (c);10/1;4,9 %;6,29;0524S;FR0010817841;08/02/2010 17:18:32
Call;70 €;17 déc. 10;0,20 € (c);0,21 € (c);10/1;18,8 %;4,69;0707S;FR0010837013;08/02/2010 16:49:14
Call;80 €;17 déc. 10;0,07 € (c);0,08 € (c);10/1;8,5 %;5,79;0525S;FR0010817858;08/02/2010 16:46:52
Call;70 €;18 mars 11;0,29 € (c);0,30 € (c);10/1;23,3 %;4,06;0708S;FR0010837021;08/02/2010 16:57:58
Call;69,50 €;16 mars 12;0,63 € (c);0,64 € (c);8,69/1;34,2 %;3,19;9993S;FR0010723932;08/02/2010 17:18:41
Call;80 €;16 mars 12;0,38 € (c);0,39 € (c);10/1;24,3 %;3,26;0952S;FR0010852921;08/02/2010 17:28:32
Call;99,91 €;16 mars 12;0,13 € (c);0,14 € (c);8,69/1;9,5 %;4,17;9326S;FR0010677088;08/02/2010 17:28:32
Call;73,85 €;15 mars 13;0,81 € (c);0,82 € (c);8,69/1;36,5 %;2,66;9994S;FR0010723940;08/02/2010 17:28:32
Call;90 €;15 mars 13;0,44 € (c);0,45 € (c);10/1;24,7 %;2,86;0709S;FR0010837039;08/02/2010 17:14:04
Call;139 €;15 mars 13;0,03 € (c);0,05 € (c);17,38/1;5,1 %;3,78;8789S;FR0010643734;08/02/2010 09:01:57
;;;;;;;;;;
LAGARDERE  27,01 €;;;;;;;;;;
Call;30 €;19 mars 10;0,08 € (c);0,09 € (c);5/1;20,6 %;13,08;0138S;FR0010797233;08/02/2010 17:24:05
Call;35 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;1,3 %;3,51;0339S;FR0010806026;08/02/2010 09:01:50
Call;40 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;0 %;0,04;0572S;FR0010818369;08/02/2010 09:01:50
Put;25 €;19 mars 10;0,14 € (c);0,15 € (c);5/1; 26,5 %;9,88;0139S;FR0010797241;08/02/2010 17:28:56
Call;30 €;18 juin 10;0,10 € (c);0,11 € (c);10/1;27,7 %;7,14;6454S;FR0010759266;08/02/2010 17:24:25
Call;35 €;18 juin 10;0,03 € (c);0,05 € (c);5/1;8,1 %;10,95;0710S;FR0010837047;08/02/2010 15:15:20
Call;40 €;18 juin 10;0,01 € (c);0,03 € (c);5/1;1,6 %;4,38;0526S;FR0010817866;08/02/2010 09:01:51
Put;20 €;18 juin 10;0,06 € (c);0,07 € (c);10/1; 13,1 %;5,49;6455S;FR0010759274;08/02/2010 09:00:01
Put;27 €;18 juin 10;0,63 € (c);0,64 € (c);5/1; 52,5 %;4,47;0804S;FR0010837989;08/02/2010 17:24:25
Call;35 €;17 sept. 10;0,14 € (c);0,15 € (c);5/1;16,7 %;6,25;0140S;FR0010797258;08/02/2010 15:00:41
Call;40 €;17 déc. 10;0,08 € (c);0,09 € (c);5/1;10,4 %;6,61;0711S;FR0010837054;08/02/2010 17:14:26
Call;40 €;18 mars 11;0,15 € (c);0,16 € (c);5/1;14,8 %;5,16;0712S;FR0010837062;08/02/2010 17:14:10
Call;40 €;16 mars 12;0,40 € (c);0,41 € (c);5/1;24,5 %;3,28;0141S;FR0010797266;08/02/2010 15:43:38
Call;50 €;16 mars 12;0,05 € (c);0,06 € (c);10/1;9,9 %;4,87;9330S;FR0010677120;08/02/2010 15:43:23
Call;65 €;15 mars 13;0,03 € (c);0,05 € (c);10/1;6,1 %;4,17;8795S;FR0010643791;08/02/2010 09:01:57
Call;55 €;21 mars 14;0,34 € (c);0,35 € (c);5/1;18,2 %;2,87;0805S;FR0010837997;08/02/2010 15:43:38
;;;;;;;;;;
LVMH  76,11 €;;;;;;;;;;
Call;70 €;19 mars 10;0,80 € (c);0,81 € (c);10/1;76,7 %;7,26;0142S;FR0010797274;08/02/2010 17:29:28
Call;80 €;19 mars 10;0,44 € (c);0,45 € (c);5/1;34,4 %;11,76;0341S;FR0010806042;08/02/2010 17:24:59
Call;70 €;18 juin 10;0,99 € (c);1,00 € (c);10/1;66,1 %;5,06;6533S;FR0010760090;08/02/2010 17:24:59
Call;80 €;18 juin 10;0,44 € (c);0,45 € (c);10/1;40,7 %;6,96;0713S;FR0010837070;08/02/2010 17:24:50
Call;90 €;18 juin 10;0,14 € (c);0,15 € (c);10/1;18,2 %;9,54;0573S;FR0010818377;08/02/2010 17:28:47
Call;75 €;17 sept. 10;0,93 € (c);0,94 € (c);10/1;55,7 %;4,54;0144S;FR0010797290;08/02/2010 17:28:39
Call;85 €;17 sept. 10;0,49 € (c);0,50 € (c);10/1;35,6 %;5,47;0527S;FR0010817874;08/02/2010 17:21:23
Call;90 €;17 déc. 10;0,45 € (c);0,46 € (c);10/1;31,3 %;5,21;0714S;FR0010837088;08/02/2010 17:19:53
Call;100 €;16 mars 12;0,71 € (c);0,72 € (c);10/1;34,6 %;3,68;9334S;FR0010677161;08/02/2010 17:28:39
Call;80 €;15 mars 13;1,73 € (c);1,79 € (c);10/1;57,1 %;2,47;9995S;FR0010723973;08/02/2010 17:29:26
Call;120 €;15 mars 13;0,30 € (c);0,31 € (c);20/1;27,2 %;3,40;8798S;FR0010643825;08/02/2010 17:24:39
Call;120 €;21 mars 14;0,98 € (c);0,99 € (c);10/1;33,9 %;2,61;0715S;FR0010837096;08/02/2010 17:24:50
;;;;;;;;;;
MAUREL ET PROM  11,91 €;;;;;;;;;;
Call;17 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;1,4 %;2,02;0456S;FR0010815365;08/02/2010 12:49:10
Call;14 €;18 juin 10;0,29 € (c);0,30 € (c);2/1;28,9 %;5,81;0982S;FR0010853416;08/02/2010 17:08:04
Call;15 €;17 sept. 10;0,31 € (c);0,32 € (c);2/1;25,1 %;4,72;0983S;FR0010853424;08/02/2010 17:04:22
Call;18 €;17 sept. 10;0,10 € (c);0,11 € (c);4/1;15,3 %;4,31;0457S;FR0010815373;08/02/2010 17:04:22
Call;15 €;17 déc. 10;0,44 € (c);0,45 € (c);2/1;29,8 %;3,97;0984S;FR0010853432;08/02/2010 17:03:24
;;;;;;;;;;
MICHELIN  52,94 €;;;;;;;;;;
Call;55 €;19 mars 10;0,24 € (c);0,25 € (c);10/1;41,5 %;8,95;6506S;FR0010759829;08/02/2010 17:24:44
Call;60 €;19 mars 10;0,08 € (c);0,09 € (c);10/1;17,4 %;10,82;0665S;FR0010836593;08/02/2010 16:57:06
Call;65 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;5,6 %;9,91;0100S;FR0010796854;08/02/2010 17:29:48
Put;50 €;19 mars 10;0,19 € (c);0,20 € (c);10/1; 31,7 %;8,62;0101S;FR0010796862;08/02/2010 17:24:08
Call;65 €;18 juin 10;0,14 € (c);0,15 € (c);10/1;18,5 %;6,74;0102S;FR0010796870;08/02/2010 17:16:53
Put;45 €;18 juin 10;0,27 € (c);0,28 € (c);10/1; 25,9 %;4,95;0666S;FR0010836601;08/02/2010 16:54:35
Call;65 €;17 sept. 10;0,32 € (c);0,33 € (c);10/1;28,3 %;4,59;0103S;FR0010796888;08/02/2010 16:57:06
Call;75 €;17 sept. 10;0,12 € (c);0,13 € (c);10/1;13,5 %;5,72;0561S;FR0010818252;08/02/2010 17:24:45
Call;70 €;17 déc. 10;0,31 € (c);0,32 € (c);10/1;26,3 %;4,40;0667S;FR0010836619;08/02/2010 16:57:26
Call;80 €;17 déc. 10;0,16 € (c);0,17 € (c);10/1;14,2 %;4,53;0562S;FR0010818260;08/02/2010 16:57:06
Call;70 €;18 mars 11;0,41 € (c);0,42 € (c);10/1;31,6 %;4,04;0668S;FR0010836627;08/02/2010 17:12:02
Call;75 €;18 mars 11;0,30 € (c);0,31 € (c);10/1;25,1 %;4,35;0790S;FR0010837849;08/02/2010 17:26:28
Call;60 €;16 mars 12;1,04 € (c);1,07 € (c);10/1;52,3 %;2,62;9978S;FR0010723775;08/02/2010 17:21:11
Call;90 €;16 mars 12;0,33 € (c);0,34 € (c);10/1;22,8 %;3,59;9315S;FR0010676973;08/02/2010 17:21:14
Call;70 €;15 mars 13;1,01 € (c);1,04 € (c);10/1;46,9 %;2,42;9979S;FR0010723783;08/02/2010 17:21:14
Call;110 €;15 mars 13;0,33 € (c);0,34 € (c);10/1;19,4 %;3,06;8747S;FR0010643312;08/02/2010 16:57:26
Call;100 €;21 mars 14;0,71 € (c);0,72 € (c);10/1;31,3 %;2,31;0669S;FR0010836635;08/02/2010 17:17:51
;;;;;;;;;;
MICROSOFT  28 $;;;;;;;;;;
Call;35 $;19 mars 10;0,01 € (c);0,03 € (c);4/1;2 %;5,08;4655S;FR0010454652;08/02/2010 09:16:00
Call;40 $;19 mars 10;0,01 € (c);0,03 € (c);4/1;0,2 %;0,56;4656S;FR0010454660;08/02/2010 09:16:00
Call;30 $;17 déc. 10;0,44 € (c);0,48 € (c);4/1;43,8 %;4,80;9879S;FR0010718056;08/02/2010 17:18:11
;;;;;;;;;;
NICOX  5,13 €;;;;;;;;;;
Call;20,71 €;19 mars 10;--;--;4,31/1;--;--;3484S;FR0010595330;27/01/2010 09:03:50
Call;23,29 €;17 déc. 10;0,02 € (c);0,07 € (c);4,31/1;9,6 %;2,50;3487S;FR0010595348;08/02/2010 13:36:54
Call;25,88 €;18 mars 11;0,04 € (c);0,09 € (c);4,31/1;14,3 %;2,26;3489S;FR0010595355;08/02/2010 16:54:39
;;;;;;;;;;
PERNOD RICARD  56,17 €;;;;;;;;;;
Call;60 €;19 mars 10;0,11 € (c);0,12 € (c);10/1;26,9 %;13,10;0145S;FR0010797308;08/02/2010 16:40:23
Call;65 €;19 mars 10;0,02 € (c);0,04 € (c);10/1;8,1 %;15,16;0574S;FR0010818385;08/02/2010 17:29:08
Put;50 €;19 mars 10;0,06 € (c);0,07 € (c);10/1; 15,6 %;13,49;0146S;FR0010797316;08/02/2010 17:29:32
Call;60 €;18 juin 10;0,30 € (c);0,31 € (c);10/1;39,2 %;7,23;6457S;FR0010759290;08/02/2010 17:29:14
Call;65 €;18 juin 10;0,15 € (c);0,16 € (c);10/1;22,1 %;7,98;0575S;FR0010818393;08/02/2010 16:29:57
Put;55 €;18 juin 10;0,42 € (c);0,43 € (c);10/1; 41,8 %;5,53;0806S;FR0010838003;08/02/2010 16:55:48
Call;65 €;17 sept. 10;0,29 € (c);0,30 € (c);10/1;30,9 %;5,90;0147S;FR0010797324;08/02/2010 17:12:49
Call;75 €;18 mars 11;0,23 € (c);0,24 € (c);10/1;20,9 %;4,97;0716S;FR0010837104;08/02/2010 16:30:01
Call;84,89 €;16 mars 12;0,34 € (c);0,35 € (c);9,43/1;22,7 %;3,90;9339S;FR0010677211;08/02/2010 16:37:02
Call;103,75 €;15 mars 13;0,31 € (c);0,32 € (c);9,43/1;18,4 %;3,48;8805S;FR0010643890;08/02/2010 16:49:10
Call;100 €;21 mars 14;0,60 € (c);0,61 € (c);10/1;28,2 %;2,62;0717S;FR0010837112;08/02/2010 17:28:16
;;;;;;;;;;
PEUGEOT  22,05 €;;;;;;;;;;
Call;25 €;19 mars 10;0,18 € (c);0,20 € (c);3/1;23 %;8,68;6538S;FR0010760140;08/02/2010 17:29:52
Call;27 €;19 mars 10;0,04 € (c);0,06 € (c);5/1;10,2 %;8,16;0529S;FR0010817890;08/02/2010 17:29:52
Call;29 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;5,5 %;12,39;0530S;FR0010817908;08/02/2010 10:20:49
Put;17 €;19 mars 10;0,02 € (c);0,04 € (c);5/1; 6,6 %;9,64;0148S;FR0010797332;08/02/2010 11:52:28
Put;19 €;19 mars 10;0,08 € (c);0,09 € (c);5/1; 18,3 %;9,39;0149S;FR0010797340;08/02/2010 16:34:51
Call;25 €;18 juin 10;0,28 € (c);0,29 € (c);5/1;34,7 %;5,35;6458S;FR0010759308;08/02/2010 17:25:12
Call;30 €;18 juin 10;0,08 € (c);0,09 € (c);5/1;12,3 %;6,35;6710S;FR0010774232;08/02/2010 16:49:10
Put;21 €;18 juin 10;0,40 € (c);0,41 € (c);5/1; 39 %;4,24;0807S;FR0010838011;08/02/2010 17:25:12
Call;30 €;17 sept. 10;0,19 € (c);0,20 € (c);5/1;20,5 %;4,63;0531S;FR0010817916;08/02/2010 17:25:12
Call;35 €;17 sept. 10;0,07 € (c);0,08 € (c);5/1;8,3 %;4,81;0532S;FR0010817924;08/02/2010 16:28:41
Call;30 €;17 déc. 10;0,27 € (c);0,28 € (c);5/1;26,2 %;4,19;0718S;FR0010837120;08/02/2010 17:17:58
Call;35 €;17 déc. 10;0,13 € (c);0,14 € (c);5/1;13,2 %;4,29;0533S;FR0010817932;08/02/2010 16:54:29
Call;30 €;18 mars 11;0,36 € (c);0,37 € (c);5/1;30,3 %;3,66;0808S;FR0010838029;08/02/2010 17:29:52
Call;30 €;16 mars 12;0,60 € (c);0,61 € (c);5/1;40,4 %;2,94;9998S;FR0010724005;08/02/2010 17:25:15
Call;35 €;16 mars 12;0,43 € (c);0,44 € (c);5/1;29,1 %;2,94;0719S;FR0010837138;08/02/2010 17:25:12
Call;40 €;16 mars 12;0,09 € (c);0,10 € (c);10/1;15,7 %;3,60;9347S;FR0010677294;08/02/2010 16:03:21
Call;35 €;15 mars 13;0,64 € (c);0,65 € (c);5/1;37,2 %;2,54;9999S;FR0010724013;08/02/2010 17:29:48
Call;65 €;15 mars 13;0,05 € (c);0,06 € (c);10/1;8,8 %;3,60;8811S;FR0010643957;08/02/2010 10:07:39
Call;45 €;21 mars 14;0,61 € (c);0,62 € (c);5/1;31 %;2,21;0720S;FR0010837146;08/02/2010 17:17:58
;;;;;;;;;;
PINAULT PRINTEMPS  83,41 €;;;;;;;;;;
Call;85 €;19 mars 10;0,39 € (c);0,40 € (c);10/1;46,2 %;9,77;0151S;FR0010797365;08/02/2010 17:20:15
Call;95 €;19 mars 10;0,08 € (c);0,09 € (c);10/1;13,4 %;13,17;0369S;FR0010806430;08/02/2010 17:25:57
Put;75 €;19 mars 10;0,14 € (c);0,15 € (c);10/1; 18,8 %;10,82;0152S;FR0010797373;08/02/2010 17:24:25
Call;70 €;18 juin 10;1,46 € (c);1,52 € (c);10/1;75,7 %;4,25;6459S;FR0010759316;08/02/2010 17:29:54
Call;90 €;18 juin 10;0,38 € (c);0,39 € (c);10/1;34,2 %;7,41;0721S;FR0010837153;08/02/2010 17:27:08
Call;100 €;18 juin 10;0,15 € (c);0,16 € (c);10/1;15,7 %;8,43;0534S;FR0010817940;08/02/2010 16:45:58
Put;75 €;18 juin 10;0,52 € (c);0,53 € (c);10/1; 33,2 %;5,27;0722S;FR0010837161;08/02/2010 17:19:15
